City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
352,San Patricio,US,84.92,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
353,Andenes,NO,53.08,overcast clouds,69.3143,16.1194,Hotell Marena
355,Kroya,ID,77.07,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
357,Nemuro,JP,63.03,scattered clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
359,Lubigan,PH,80.28,overcast clouds,13.742,122.9373,Tito Antolin Spring Resort
360,Jaque,PA,78.78,light rain,7.5175,-78.1703,Imbu Bua Lodge
362,Ballina,AU,76.78,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
363,Susangerd,IR,88.43,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
367,Richards Bay,ZA,65.12,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
369,Vieste,IT,69.64,overcast clouds,41.8825,16.175,Hotel Falcone
370,Kamaishi,JP,66.94,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
371,Dicabisagan,PH,81.23,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
373,Cascais,PT,69.51,broken clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
375,Mozarlandia,BR,87.13,scattered clouds,-14.7447,-50.5706,Hotel Santa Mônica
376,Pangkalanbuun,ID,77.7,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
377,Kutum,SD,76.95,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
378,Coos Bay,US,70.32,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
379,Korem,ET,56.68,overcast clouds,12.5058,39.5228,Lakomeliza Hotel
380,Matamoros,MX,84.31,broken clouds,25.5333,-103.25,Quinta Belem
381,Fare,PF,79.36,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
382,Sur,OM,84.49,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
383,Cairo,EG,74.71,broken clouds,30.0626,31.2497,Grand Hotel
384,Frankfurt,DE,68.04,clear sky,50.1167,8.6833,Hotel Scala
385,Nouadhibou,MR,74.1,broken clouds,20.931,-17.0347,El Medina
387,Kiama,AU,70.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
388,Pimentel,PE,63.18,scattered clouds,-6.8367,-79.9342,Casona Del Muelle
389,Sechura,PE,66.04,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
390,Hambantota,LK,78.55,broken clouds,6.1241,81.1185,Bungalow 63
391,Pong,TH,73.6,overcast clouds,19.1493,100.2752,999 Hotel
392,Plettenberg Bay,ZA,50.14,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
393,West Bay,KY,82.47,few clouds,19.3667,-81.4167,Calypso Cove
394,Yambio,SS,67.59,overcast clouds,4.5721,28.3955,Naivasha Hotel
395,Bassar,TG,72.68,broken clouds,9.25,0.7833,Hôtel KYRIAD
396,Ambulu,ID,78.01,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
397,Glens Falls,US,66.81,overcast clouds,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
398,Yilan,TW,86.11,broken clouds,24.757,121.753,Dar Chen Hotel
401,Muros,ES,63.16,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
404,Bilma,NE,82.11,clear sky,18.6853,12.9164,Expeditions Ténére voyages
405,Athabasca,CA,57.11,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
406,Kununurra,AU,85.98,broken clouds,-15.7667,128.7333,Hotel Kununurra
407,Areosa,PT,67.68,moderate rain,41.7178,-8.8571,Hotel Flôr de Sal
409,The Valley,AI,84.09,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
410,Beachwood,US,70.03,overcast clouds,41.4645,-81.5087,DoubleTree by Hilton Hotel Cleveland East Beachwood
411,Esmeraldas,BR,72.46,heavy intensity rain,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
413,Banff,CA,56.91,overcast clouds,51.1762,-115.5698,Banff Aspen Lodge
414,Kampong Thum,KH,75.72,overcast clouds,12.7111,104.8887,Sambor Village Hotel
416,El Alto,PE,62.49,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
420,Basco,PH,83.68,broken clouds,20.4487,121.9702,Nathaniel's Lodge
422,Isabela,PH,83.43,overcast clouds,6.7085,121.9711,Isawad Resort
424,Anaconda,US,69.78,scattered clouds,46.1285,-112.9423,Trade Wind Motel
425,Huadian,CN,60.67,overcast clouds,42.9633,126.7478,Huadian Forestry Bureau
426,Cockburn Town,TC,80.56,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
429,Santa Cruz Cabralia,BR,75.27,clear sky,-16.2781,-39.0247,Puerto Princesa Inn
430,Ambon,ID,82.54,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
433,Dambulla,LK,72.14,scattered clouds,7.86,80.6517,Tinaya Treats
434,Riyadh,SA,77.14,few clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
435,Hoi An,VN,80.56,broken clouds,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
436,Honolulu,US,84.88,few clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
437,Chicama,PE,59.54,few clouds,-7.8447,-79.1469,Balihai Bungalows
438,Esperance,AU,51.64,broken clouds,-33.8667,121.9,Hospitality Esperance
439,Tairua,NZ,62.29,overcast clouds,-37.0167,175.85,Pacific Harbour Villas
440,Sistranda,NO,54.9,broken clouds,63.7256,8.834,Hotell Frøya
442,Guane,CU,78.91,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
445,Almargem Do Bispo,PT,66.56,broken clouds,38.8491,-9.2668,Villa Cerrado das Fontainhas
446,Mega,ET,63.05,broken clouds,4.05,38.3,Amanuel Guest House
448,Berlevag,NO,50.0,overcast clouds,70.8578,29.0864,Kvitbrakka
451,Sumbe,AO,71.38,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
453,Sharjah,AE,87.3,overcast clouds,25.3573,55.4033,Swiss Belhotel Sharjah
454,Kailua,US,87.78,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
455,Vao,NC,72.12,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
456,Le Moule,GP,80.19,scattered clouds,16.3332,-61.3473,Lakaz Hananou
459,Zhicheng,CN,80.49,clear sky,30.2956,111.5047,Wangjiang Building
460,Kashi,CN,63.27,broken clouds,39.4547,75.9797,帕米尔青年旅舍
461,Tura,IN,72.36,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
463,Caravelas,BR,75.81,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
464,Hachinohe,JP,69.82,clear sky,40.5,141.5,Hachinohe Grand Hotel
465,Yarada,IN,80.92,scattered clouds,17.65,83.2667,Jeevan
466,Las Cruces,US,80.71,clear sky,32.3123,-106.7783,Days End Lodge
467,Kongolo,CD,71.19,overcast clouds,-5.3833,27.0,Mustafa Zengin Büyük Çerkes Düklüğü
468,Voh,NC,86.97,scattered clouds,-20.9667,164.7,Le gîte du Koniambo
469,Birin,NP,60.78,moderate rain,26.8865,88.0718,Sangam hotel and lodge
470,Varadero,CU,77.76,clear sky,23.1536,-81.2514,Hotel Tuxpan Varadero
471,Karratha,AU,74.08,few clouds,-20.7377,116.8463,ibis Styles Karratha
472,Zhuhai,CN,86.11,few clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
473,Suez,EG,71.2,clear sky,29.9737,32.5263,Green House
476,Ouesso,CG,69.3,light rain,1.6136,16.0517,ABENIE Hotel
477,Swinoujscie,PL,58.17,overcast clouds,53.9105,14.2471,Hotel Interferie Medical SPA
478,Manzil Salim,TN,68.07,few clouds,35.8567,8.4765,mohamed ben khlil omri
479,Manoel Urbano,BR,74.79,broken clouds,-8.8389,-69.2597,Baixada Beira Rio
480,Tabou,CI,77.47,overcast clouds,4.423,-7.3528,hotêl doufoulougou
481,Kieta,PG,83.41,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
482,Ternate,ID,80.35,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
483,Alta Floresta,BR,69.17,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
484,Narsaq,GL,55.62,clear sky,60.9167,-46.05,Narsaq Kayak Hostel
485,Lamar,US,80.37,clear sky,33.6668,-95.5836,Kings Inn Paris TX
486,The Pas,CA,57.0,few clouds,53.8251,-101.2541,Wescana Inn
487,Floro,NO,55.36,few clouds,61.5996,5.0328,Kinn Hotell Florø
488,Phan Thiet,VN,76.05,moderate rain,10.9333,108.1,Hotel Saigon-PT
489,Comodoro Rivadavia,AR,50.47,few clouds,-45.8667,-67.5,Austral Hotel
491,Bam,IR,77.67,broken clouds,29.106,58.357,Bam Tourist Hotel
494,San Luis,AR,53.91,clear sky,-33.295,-66.3356,Huarpes Hotel
495,Lafia,NG,75.18,light rain,8.4833,8.5167,Low Cost Housing Estate
497,Coruripe,BR,75.65,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
498,Claymont,US,69.67,clear sky,39.8007,-75.4596,Crowne Plaza Wilmington North
501,Tocopilla,CL,63.52,few clouds,-22.092,-70.1979,Hotel Galvarino
502,Denpasar,ID,80.26,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
505,Tessaoua,NE,85.91,clear sky,13.7574,7.9874,Benin Dan Kaabou Heberge
506,Sao Jose Da Coroa Grande,BR,76.03,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
507,Jiwani,PK,81.88,light rain,25.05,61.7417,Al Mumtaz Transport Jiwani
508,Coracao De Jesus,BR,83.35,broken clouds,-16.6853,-44.365,Hotel Neves
509,Senneterre,CA,51.31,overcast clouds,48.3835,-77.2328,Motel Senabi
510,Kalmunai,LK,77.95,broken clouds,7.4167,81.8167,VS Villa
512,Araguaina,BR,77.05,overcast clouds,-7.1911,-48.2072,Hotel São Vicente
515,Silver City,US,69.76,clear sky,32.7701,-108.2803,Copper Manor Motel
517,Ascope,PE,58.33,clear sky,-7.7144,-79.1078,agroindustrial casagrande
518,Grand Forks,US,67.68,clear sky,47.9417,-97.4337,Warrior Inn
519,Margate,GB,58.71,light rain,51.3813,1.3862,Premier Inn Margate hotel
520,Todos Santos,MX,86.0,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
522,Yulin,CN,77.02,light rain,22.6333,110.15,罗弟天海大厦
523,Craig,US,67.95,clear sky,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
524,Shakawe,BW,65.57,few clouds,-18.3667,21.85,Ditlhapi Guest House
525,Vanimo,PG,81.55,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
526,La Asuncion,VE,80.6,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
527,Cabedelo,BR,75.87,clear sky,-6.9811,-34.8339,Hotel Pigalle
528,Nara,JP,73.26,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
532,Skoghall,SE,52.36,overcast clouds,59.3232,13.4655,Mörudden Camping & Stugby
534,Bambous Virieux,MU,71.22,light rain,-20.3428,57.7575,Casa Tia Villa
535,Naples,IT,71.15,few clouds,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
539,Marienburg,PL,54.88,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
541,Miles City,US,73.51,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
543,Carballo,ES,60.22,light rain,43.213,-8.691,Pazo do Souto
544,Numaligarh,IN,73.45,broken clouds,26.6333,93.75,Mumai Hotel
545,Saraland,US,78.06,moderate rain,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
547,Camacha,PT,67.42,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
548,Sicamous,CA,55.18,overcast clouds,50.8331,-118.9856,Best Western Sicamous Inn
549,Lithakia,GR,51.17,scattered clouds,37.7167,20.8333,Zante Plaza Hotel & Apartments
551,Najran,SA,75.76,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
552,Road Town,VG,84.2,overcast clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
553,Misratah,LY,76.48,clear sky,32.3754,15.0925,فندق الماسة
554,Port Macquarie,AU,76.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
555,Kattivakkam,IN,80.69,overcast clouds,13.2167,80.3167,Euronova Freezer
556,Sidney,AU,74.59,few clouds,-33.8679,151.2073,The Grace Sydney
562,Yanam,IN,77.18,few clouds,16.7333,82.2167,The Regency Hotel
563,Makasar,ID,78.85,few clouds,-5.14,119.4221,Hotel Horison Ultima Makassar
564,Carovigno,IT,64.6,overcast clouds,40.708,17.655,Hotel Resort Corte di Ferro Puglia Hotels
565,Tashigang,BT,65.17,broken clouds,27.3331,91.5542,Lingkhar Lodge
566,Itaituba,BR,73.24,overcast clouds,-4.2761,-55.9836,Hotel Campos
567,Malakal,SS,69.66,broken clouds,9.5334,31.6605,Nile Palace Hotel
571,Isla Mujeres,MX,80.82,broken clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
572,Yulara,AU,66.33,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
573,Pinheiro Machado,BR,55.78,light rain,-31.5783,-53.3811,Hotel e Restaurante Quitandinha
574,Lasa,IT,56.14,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
576,Visnes,NO,57.22,overcast clouds,59.3556,5.2242,Park Inn Haugesund Airport
577,Nakano,JP,68.38,clear sky,36.75,138.3667,Hotel Route Inn Nakano
578,Baghdad,IQ,75.11,clear sky,33.3406,44.4009,Baghdad Hotel
579,Great Bend,US,68.52,clear sky,38.3645,-98.7648,Best Western Angus Inn
580,Chilca,PE,62.85,broken clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
582,Sao Felix Do Xingu,BR,72.48,broken clouds,-6.6447,-51.995,Rio Xingu Camping
584,Mataram,ID,76.01,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
586,Karachi,PK,80.42,scattered clouds,24.9056,67.0822,Sadaat
587,High Level,CA,55.58,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
588,Ambunti,PG,77.88,overcast clouds,-4.2365,142.8448,Ambunti Lodge
589,Saint-Denis,FR,63.37,broken clouds,48.9167,2.3333,ibis budget Paris Porte de Montmartre
590,Columbus,US,71.64,light intensity drizzle,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
591,Lagoa,PT,70.23,overcast clouds,39.05,-27.9833,Casa Das Faias
592,Sisophon,KH,77.09,overcast clouds,13.5859,102.9737,Pyramid Hotel
594,North Myrtle Beach,US,77.05,clear sky,33.816,-78.68,Avista Resort
595,Abha,SA,62.85,clear sky,18.2164,42.5053,Abha Hotel
596,Houma,US,78.01,light rain,29.5958,-90.7195,Courtyard by Marriott Houma
597,Mitsamiouli,KM,75.04,few clouds,-11.3847,43.2844,Foyer ADM
600,Katiola,CI,72.07,broken clouds,8.1333,-5.1,Auberge Residence Yebin
603,Uirauna,BR,84.78,scattered clouds,-6.5183,-38.4122,Estrela azul
605,Puerto Madero,MX,84.4,broken clouds,14.7208,-92.4215,Hotel La Central
606,Maceio,BR,76.95,few clouds,-9.6658,-35.7353,Poutur Pousada
607,Pombas,CV,76.19,few clouds,17.1503,-25.0201,Paul Paradis
609,Svendborg,DK,58.91,overcast clouds,55.0598,10.6068,Hotel Christiansminde
611,Namatanai,PG,85.39,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
612,Omboue,GA,76.75,overcast clouds,-1.5746,9.2618,Hotel Olako
614,Waingapu,ID,82.17,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
615,Bugko,PH,80.96,overcast clouds,12.5356,124.7923,Sangkay Beach Resort
616,Raudeberg,NO,54.27,broken clouds,61.9875,5.1352,Nordre Silda.
617,Ambilobe,MG,65.7,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
618,Vung Tau,VN,77.31,light rain,10.346,107.0843,Green hotel
619,Dariba,IN,75.31,clear sky,24.95,74.1333,JDO Hostel
621,Kirakira,SB,82.51,overcast clouds,-10.4544,161.9205,SanBiz Lodge
622,Garmsar,IR,69.22,clear sky,35.2182,52.3409,آذین فوم
624,Maraba,BR,73.29,overcast clouds,-5.3686,-49.1178,Hotel Del Principe
625,Iracoubo,GF,80.92,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
627,Fayaoue,NC,75.45,broken clouds,-20.65,166.5333,Chez Dydyce Guesthouse
628,Matadi,CD,75.61,broken clouds,-5.8167,13.45,Hotel Vivi Palace
629,Broome,US,64.78,clear sky,42.2506,-75.833,Chenango Valley State Park
633,Knysna,ZA,50.59,overcast clouds,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
634,Iaciara,BR,83.28,clear sky,-14.0958,-46.6317,Hotel Matinha
635,Fort Nelson,CA,58.59,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
636,Camapua,BR,83.97,broken clouds,-19.5314,-54.0439,Comercial Estrela
637,Champerico,GT,84.34,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
639,Maldonado,UY,60.22,overcast clouds,-34.6667,-54.9167,La Cimarrona
640,Dali,CN,60.03,clear sky,25.7,100.1833,Dali Travelling With Hostel
641,Manggar,ID,79.88,overcast clouds,-2.8833,108.2667,Guest Hotel
642,Port Keats,AU,86.63,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
643,Erzin,TR,75.0,clear sky,36.9559,36.2,Artemis Otel
645,Kismayo,SO,76.26,few clouds,-0.3582,42.5454,Agan-Hotel
647,Rapid Valley,US,73.6,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
650,Olinda,BR,76.98,clear sky,-8.0089,-34.8553,Hotel Albergue de Olinda
652,Pasinler,TR,50.99,broken clouds,39.9803,41.6764,Kır Evi (Dağa Yakın)
653,Jiaocheng,CN,79.5,clear sky,24.6774,116.1389,Changtan Tourism Resort
656,Soverato,IT,66.15,broken clouds,38.685,16.5499,Hotel San Domenico
657,Ixtapa,MX,86.23,scattered clouds,20.7,-105.2,Hotel Plaza Providencia
659,Centralia,US,70.81,clear sky,46.7162,-122.9543,Peppermill Inn
662,Visegrad,BA,53.44,scattered clouds,43.7847,19.2992,Hotel Višegrad
664,Bolobo,CD,72.18,scattered clouds,-2.1667,16.2333,Hotel de Stephen
666,Saint-Leu,RE,68.86,clear sky,-21.15,55.2833,La Caz Oceane
667,Adjumani,UG,66.96,light rain,3.3779,31.7909,Hotel Zawadi
668,Mangrol,IN,79.7,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
670,Caraballeda,VE,79.61,scattered clouds,10.6112,-66.8522,Hotel 15 Letras
672,Khor,RU,50.04,heavy intensity rain,47.8861,134.9464,Gostinitsa Deksi
673,Kingaroy,AU,80.06,broken clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
674,Payo,ID,74.07,overcast clouds,-3.7508,103.6372,Mess keban agung
676,Varena,LT,52.48,overcast clouds,54.2167,24.5667,"EKORATAS, UAB viešbutis Varėna"
677,San Quintin,MX,78.28,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
678,Kon Tum,VN,70.32,broken clouds,14.35,108.0,Hoa đà spa- homestay
679,Jitra,MY,77.81,overcast clouds,6.2681,100.4217,Hotel Darulaman
680,Shenjiamen,CN,77.41,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
682,Kota Bahru,MY,77.9,overcast clouds,6.1333,102.2386,Grand Riverview Hotel
683,Iquique,CL,60.84,scattered clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
684,Lavumisa,SZ,64.67,light rain,-27.31,31.892,ROADSIDE B&B
686,Tautira,PF,84.22,scattered clouds,-17.7333,-149.15,Pension Oaoa
687,Te Anau,NZ,52.92,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
688,Kualakapuas,ID,73.56,overcast clouds,-3.0091,114.3876,Guest House Izonk
689,Oranjestad,AW,84.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
690,Barra Da Estiva,BR,70.65,clear sky,-13.6261,-41.3269,Pousada Central
692,Miracatu,BR,67.03,light rain,-24.2814,-47.4597,Hotel Ubirajara
695,Wewak,PG,82.44,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
696,Mizdah,LY,65.61,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
697,Kaifeng,CN,74.75,overcast clouds,34.7911,114.3483,Pullman Kaifeng Jianye
698,Valenca Do Piaui,BR,84.87,overcast clouds,-6.4075,-41.7456,GN Hotel
699,Lata,PT,66.07,overcast clouds,40.1629,-8.3327,Casa Maquia
701,Ibra,OM,78.75,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
