City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Baykit,RU,2021-10-02 00:24:11,61.67,96.37,36.5,100,100,1.43
283,Melhus,NO,2021-10-02 00:20:11,63.2855,10.2781,62.26,64,100,12.64
284,Cidreira,BR,2021-10-02 00:17:42,-30.1811,-50.2056,65.08,89,100,9.91
285,Taksimo,RU,2021-10-02 00:24:12,56.3444,114.8794,31.68,65,60,1.16
286,Pauini,BR,2021-10-02 00:24:13,-7.7136,-66.9764,78.12,75,65,3.8
287,Biak,ID,2021-10-02 00:24:13,-0.9131,122.8766,79.43,78,97,4.76
288,Laguna,US,2021-10-02 00:20:27,38.421,-121.4238,92.1,20,1,1.99
289,Touros,BR,2021-10-02 00:17:26,-5.1989,-35.4608,77.9,84,9,13.44
290,Nhulunbuy,AU,2021-10-02 00:24:14,-12.2333,136.7667,88.41,48,40,8.05
291,Junction City,US,2021-10-02 00:24:03,39.0286,-96.8314,74.39,68,40,1.99
292,Mindelo,CV,2021-10-02 00:24:15,16.8901,-24.9804,78.35,73,20,14.97
293,Roald,NO,2021-10-02 00:24:15,62.5833,6.1333,56.12,62,20,11.5
294,Makat,KZ,2021-10-02 00:24:16,47.6469,53.3463,45.3,34,0,3.67
295,Byron Bay,AU,2021-10-02 00:22:17,-28.65,153.6167,79.05,43,2,4.74
296,Kommunisticheskiy,RU,2021-10-02 00:24:16,61.6789,64.4819,31.42,80,100,6.85
297,Portland,US,2021-10-02 00:21:27,45.5234,-122.6762,68.97,65,40,3.0
298,Caluquembe,AO,2021-10-02 00:24:17,-13.7833,14.6833,57.97,78,1,4.68
299,Erzin,TR,2021-10-02 00:24:18,36.9559,36.2,61.52,50,0,2.62
300,Marfino,RU,2021-10-02 00:24:18,55.7028,37.3822,40.28,94,75,0.0
301,Briceni,MD,2021-10-02 00:24:19,48.3572,27.7036,46.98,50,48,5.19
302,Batemans Bay,AU,2021-10-02 00:24:19,-35.7167,150.1833,68.2,56,65,5.55
303,Mirabela,BR,2021-10-02 00:24:20,-16.2628,-44.1644,80.85,39,33,2.46
304,Nikolskoye,RU,2021-10-02 00:24:21,59.7035,30.7861,49.39,95,79,4.9
305,Itoman,JP,2021-10-02 00:24:21,26.1247,127.6694,84.22,65,40,16.11
306,Maldonado,UY,2021-10-02 00:24:22,-34.6667,-54.9167,52.99,86,0,0.31
307,Deputatskiy,RU,2021-10-02 00:24:22,69.3,139.9,15.58,71,5,2.15
308,Jalu,LY,2021-10-02 00:24:23,29.0331,21.5482,71.74,52,0,9.4
309,Merauke,ID,2021-10-02 00:24:23,-8.4667,140.3333,82.76,71,88,6.46
310,Saurimo,AO,2021-10-02 00:24:24,-9.6608,20.3916,65.07,96,47,2.04
311,Taoudenni,ML,2021-10-02 00:24:24,22.6783,-3.9836,91.58,9,36,8.99
312,Westport,US,2021-10-02 00:24:25,41.1415,-73.3579,62.76,75,1,3.0
313,Morgan City,US,2021-10-02 00:24:25,29.6994,-91.2068,79.0,89,1,4.61
314,Sompeta,IN,2021-10-02 00:24:26,18.9333,84.6,80.02,86,20,5.79
315,Adrar,MR,2021-10-02 00:21:00,20.5022,-10.0711,89.85,25,23,7.0
316,Sinnamary,GF,2021-10-02 00:24:27,5.3833,-52.95,80.82,78,26,9.22
317,Zharkent,KZ,2021-10-02 00:24:27,44.1628,80.0,43.81,81,100,19.95
318,Najran,SA,2021-10-02 00:24:27,17.4924,44.1277,74.05,33,35,2.15
319,Lagos,NG,2021-10-02 00:24:04,6.5833,3.75,77.32,93,100,1.48
320,Skjervoy,NO,2021-10-02 00:24:28,70.0311,20.9714,50.14,74,18,19.6
321,North Branch,US,2021-10-02 00:24:29,45.5113,-92.9802,76.06,89,100,5.26
322,Albuquerque,US,2021-10-02 00:23:41,35.0845,-106.6511,64.2,59,75,1.99
323,Batagay-Alyta,RU,2021-10-02 00:24:29,67.8006,130.4114,24.71,63,5,2.95
324,Grand Gaube,MU,2021-10-02 00:24:30,-20.0064,57.6608,72.37,75,89,4.0
325,Walvis Bay,NA,2021-10-02 00:21:05,-22.9575,14.5053,54.09,87,0,2.3
326,Tuktoyaktuk,CA,2021-10-02 00:19:46,69.4541,-133.0374,35.6,87,90,14.97
327,Dongsheng,CN,2021-10-02 00:24:31,39.8161,109.9776,58.84,27,57,10.63
328,Superior,US,2021-10-02 00:21:56,46.7208,-92.1041,69.62,92,75,0.0
329,Sao Domingos,BR,2021-10-02 00:24:31,-13.3983,-46.3183,83.82,38,93,1.99
330,General Roca,AR,2021-10-02 00:24:32,-39.0333,-67.5833,66.6,19,98,10.8
331,Voh,NC,2021-10-02 00:24:32,-20.9667,164.7,78.21,67,100,5.93
332,Pangody,RU,2021-10-02 00:24:33,65.85,74.4859,30.27,82,94,18.72
333,Tecoanapa,MX,2021-10-02 00:24:33,16.5167,-98.75,82.18,77,64,3.98
334,Henties Bay,NA,2021-10-02 00:24:34,-22.116,14.2845,53.85,93,0,8.84
335,Mandera,KE,2021-10-02 00:24:34,3.9366,41.867,77.45,63,95,15.86
336,Sao Joao Da Barra,BR,2021-10-02 00:24:35,-21.6403,-41.0511,72.14,93,26,5.17
337,Kilindoni,TZ,2021-10-02 00:24:35,-7.9139,39.6668,76.14,77,5,12.62
338,Pyaozerskiy,RU,2021-10-02 00:24:36,65.8333,31.1667,43.75,85,94,8.19
339,Jiexiu,CN,2021-10-02 00:24:36,37.0244,111.9125,68.5,63,0,0.96
340,Oparino,RU,2021-10-02 00:24:37,59.8518,48.2783,43.18,93,100,4.92
341,Havoysund,NO,2021-10-02 00:24:37,70.9963,24.6622,47.28,81,46,24.09
342,Alyangula,AU,2021-10-02 00:24:38,-13.8483,136.4192,84.07,70,75,9.22
343,Aasiaat,GL,2021-10-02 00:24:38,68.7098,-52.8699,28.67,75,99,3.91
344,Novoagansk,RU,2021-10-02 00:24:39,61.9449,76.6625,30.34,96,100,11.88
345,Muskegon,US,2021-10-02 00:24:20,43.3,-86.1334,69.75,77,40,0.0
346,Broome,US,2021-10-02 00:24:40,42.2506,-75.833,55.78,72,1,3.44
347,Vostok,RU,2021-10-02 00:21:15,46.4856,135.8833,49.73,54,12,2.37
348,Santa Cruz Del Norte,CU,2021-10-02 00:24:40,23.1539,-81.9236,79.54,78,13,18.75
349,Sarangani,PH,2021-10-02 00:24:41,5.4033,125.4636,83.52,73,92,5.44
350,Kollam,IN,2021-10-02 00:24:42,8.8833,76.6,78.67,92,100,7.36
351,Sept-Iles,CA,2021-10-02 00:20:04,50.2001,-66.3821,50.52,91,90,5.01
352,Port Lincoln,AU,2021-10-02 00:24:42,-34.7333,135.8667,58.86,75,68,16.33
353,Flinders,AU,2021-10-02 00:24:43,-34.5833,150.8552,72.18,65,8,5.99
354,Edd,ER,2021-10-02 00:24:43,13.9297,41.6925,86.68,70,100,7.49
355,Mount Gambier,AU,2021-10-02 00:19:58,-37.8333,140.7667,56.25,79,100,3.36
356,Sale,MA,2021-10-02 00:24:44,34.0389,-6.8166,68.63,100,75,0.0
357,Hashtrud,IR,2021-10-02 00:24:45,37.4779,47.0508,46.45,84,15,6.55
358,Vanavara,RU,2021-10-02 00:24:45,60.34,102.2797,29.43,86,100,3.62
359,Grindavik,IS,2021-10-02 00:24:46,63.8424,-22.4338,43.27,93,75,24.16
360,Provost,CA,2021-10-02 00:24:46,52.3501,-110.2683,64.85,24,6,7.05
361,Nuuk,GL,2021-10-02 00:24:47,64.1835,-51.7216,36.21,48,40,13.8
362,Porto Velho,BR,2021-10-02 00:24:48,-8.7619,-63.9039,77.05,94,75,2.3
363,Yellapur,IN,2021-10-02 00:24:48,14.9667,74.7167,71.31,98,100,1.14
364,Priiskovyy,RU,2021-10-02 00:21:09,51.9333,116.6333,35.06,63,3,2.24
365,Eureka,US,2021-10-02 00:24:49,40.8021,-124.1637,75.67,77,18,5.99
366,Naantali,FI,2021-10-02 00:24:49,60.4674,22.0243,51.12,93,75,9.22
367,Yerbogachen,RU,2021-10-02 00:20:26,61.2767,108.0108,34.83,68,100,2.8
368,Vaitape,PF,2021-10-02 00:24:50,-16.5167,-151.75,79.21,74,40,17.69
369,Soto La Marina,MX,2021-10-02 00:24:50,23.7667,-98.2167,82.53,76,86,10.94
370,Nouadhibou,MR,2021-10-02 00:20:05,20.931,-17.0347,64.38,100,90,16.11
371,Lipin Bor,RU,2021-10-02 00:20:17,60.2622,37.9763,40.62,88,72,3.62
372,Bud,US,2021-10-02 00:24:51,39.447,-86.1758,71.44,75,1,6.15
373,Nambucca Heads,AU,2021-10-02 00:24:52,-30.65,153.0,78.17,47,5,2.1
374,Lorengau,PG,2021-10-02 00:24:52,-2.0226,147.2712,83.35,67,87,0.65
375,Petropavlovka,RU,2021-10-02 00:24:53,50.6114,105.3196,36.21,100,100,5.03
376,Alofi,NU,2021-10-02 00:15:18,-19.0595,-169.9187,77.02,72,87,21.0
377,Christchurch,NZ,2021-10-02 00:24:53,-43.5333,172.6333,63.32,71,99,4.0
378,Gilgit,PK,2021-10-02 00:24:41,35.9221,74.3087,70.65,66,6,3.78
379,North Myrtle Beach,US,2021-10-02 00:22:24,33.816,-78.68,75.99,68,1,1.01
380,Dingle,PH,2021-10-02 00:20:05,10.9995,122.6711,81.66,84,92,1.54
381,Carrickfergus,GB,2021-10-02 00:24:54,54.7158,-5.8058,48.54,86,95,1.01
382,Valparaiso,CL,2021-10-02 00:15:16,-33.0393,-71.6273,55.04,62,0,8.05
383,Bambous Virieux,MU,2021-10-02 00:21:02,-20.3428,57.7575,72.21,78,75,6.91
384,Atambua,ID,2021-10-02 00:24:55,-9.1061,124.8925,82.94,56,97,1.95
385,Kainan,JP,2021-10-02 00:24:56,34.15,135.2,75.24,61,0,9.22
386,Nerchinskiy Zavod,RU,2021-10-02 00:24:56,51.3088,119.61,33.1,76,32,2.08
387,Mountain Home,US,2021-10-02 00:24:57,43.133,-115.6912,71.08,16,75,5.75
388,Kloulklubed,PW,2021-10-02 00:24:57,7.0419,134.2556,77.5,85,100,15.08
389,Constitucion,CL,2021-10-02 00:24:58,-35.3333,-72.4167,51.26,89,73,5.06
390,Rayagada,IN,2021-10-02 00:24:58,19.1667,83.4167,73.87,98,37,1.19
391,Lata,PT,2021-10-02 00:24:59,40.1629,-8.3327,63.81,98,100,0.85
392,Stokmarknes,NO,2021-10-02 00:24:59,68.5646,14.9108,55.49,62,75,6.91
393,Arman,RU,2021-10-02 00:25:00,59.7,150.1667,40.95,94,97,4.12
394,Santona,ES,2021-10-02 00:25:00,43.4439,-3.4576,65.21,78,64,3.71
395,Almansa,ES,2021-10-02 00:25:01,38.8692,-1.0971,64.06,64,96,1.61
396,Ipu,BR,2021-10-02 00:25:01,-4.3222,-40.7108,81.43,59,94,7.85
397,Conde,BR,2021-10-02 00:22:25,-7.2597,-34.9075,76.46,94,40,6.91
398,Golden,US,2021-10-02 00:25:03,39.7555,-105.2211,65.55,55,75,5.99
399,Lokoja,NG,2021-10-02 00:25:04,7.8024,6.743,73.44,93,96,2.98
400,Emba,KZ,2021-10-02 00:25:04,48.8264,58.1442,40.37,61,5,5.84
401,Kirkenaer,NO,2021-10-02 00:25:05,60.4564,12.0582,54.25,96,100,10.42
402,Beringovskiy,RU,2021-10-02 00:25:06,63.05,179.3167,27.82,66,4,4.36
403,Guerrero Negro,MX,2021-10-02 00:24:40,27.9769,-114.0611,79.23,57,0,12.37
404,Beian,NO,2021-10-02 00:25:06,63.6559,9.5683,62.56,77,0,11.5
405,Bismarck,US,2021-10-02 00:20:55,46.8083,-100.7837,68.81,59,1,4.61
406,Kastoria,GR,2021-10-02 00:25:07,40.5167,21.2667,47.79,90,44,0.6
407,Mwinilunga,ZM,2021-10-02 00:25:07,-11.7358,24.4293,66.94,61,82,3.04
408,Florence,IT,2021-10-02 00:25:08,43.7667,11.25,65.3,83,0,1.14
409,Ziro,IN,2021-10-02 00:25:08,27.6333,93.8333,57.97,96,79,1.41
410,Anadyr,RU,2021-10-02 00:25:09,64.75,177.4833,19.9,79,0,4.47
411,Ludvika,SE,2021-10-02 00:25:10,60.1496,15.1878,49.8,90,100,10.54
412,Lincoln,US,2021-10-02 00:20:58,40.8,-96.667,69.87,75,90,1.99
413,Minsk,BY,2021-10-02 00:23:30,53.9,27.5667,40.75,71,96,7.29
414,Raudeberg,NO,2021-10-02 00:25:11,61.9875,5.1352,56.19,69,81,10.0
415,Koshurnikovo,RU,2021-10-02 00:25:11,54.1667,93.3,31.1,99,100,3.27
416,Shache,CN,2021-10-02 00:25:12,38.4167,77.2406,65.23,29,0,9.46
417,Glendive,US,2021-10-02 00:25:12,47.1053,-104.7125,76.62,21,1,0.0
418,Mahajanga,MG,2021-10-02 00:25:13,-15.7167,46.3167,69.82,78,20,4.61
419,Klaksvik,FO,2021-10-02 00:25:13,62.2266,-6.589,49.12,93,100,14.94
420,Sabha,LY,2021-10-02 00:25:14,27.0377,14.4283,72.45,44,15,10.76
421,Saint-Francois,FR,2021-10-02 00:25:15,46.4154,3.9054,54.48,95,0,0.0
422,Mlandizi,TZ,2021-10-02 00:25:15,-6.7,38.7333,68.56,94,5,0.43
423,Soyo,AO,2021-10-02 00:25:16,-6.1349,12.3689,75.67,85,98,8.25
424,Mildura,AU,2021-10-02 00:25:17,-34.2,142.15,57.16,77,90,9.22
425,College,US,2021-10-02 00:24:58,64.8569,-147.8028,32.2,93,90,4.61
426,Kamina,CD,2021-10-02 00:25:17,-8.7386,24.9906,64.69,91,100,5.93
427,Frontera,MX,2021-10-02 00:25:18,26.9333,-101.45,79.95,68,75,12.66
428,Boa Vista,BR,2021-10-02 00:25:18,2.8197,-60.6733,84.18,70,75,8.05
429,Port Macquarie,AU,2021-10-02 00:25:19,-31.4333,152.9167,76.89,50,5,4.52
430,Pangoa,PE,2021-10-02 00:25:20,-12.1167,-73.0,75.72,66,22,2.86
431,Nkowakowa,ZA,2021-10-02 00:25:20,-23.8878,30.2871,57.25,68,61,2.8
432,Tornio,FI,2021-10-02 00:25:21,65.8481,24.1466,48.22,93,99,18.16
433,Policoro,IT,2021-10-02 00:25:21,40.2115,16.6726,66.88,71,8,2.04
434,Severnoye,RU,2021-10-02 00:25:22,56.3491,78.3619,31.42,95,91,8.57
435,Yara,CU,2021-10-02 00:25:24,20.2753,-76.9533,76.84,81,51,8.79
436,Louga,RU,2021-10-02 00:25:25,58.7372,29.8453,42.39,93,100,4.23
437,Sabang,ID,2021-10-02 00:25:26,5.8933,95.3214,80.8,71,86,5.61
438,Duku,NG,2021-10-02 00:25:28,11.2361,4.9073,75.36,86,100,4.85
439,Marsh Harbour,BS,2021-10-02 00:25:29,26.5412,-77.0636,81.64,69,33,16.13
440,Atlantic City,US,2021-10-02 00:22:16,39.3643,-74.4229,63.01,75,1,0.0
441,Vila Franca Do Campo,PT,2021-10-02 00:25:30,37.7167,-25.4333,70.21,90,70,4.07
442,Palu,ID,2021-10-02 00:25:31,-0.8917,119.8707,79.27,90,100,1.28
443,Waipawa,NZ,2021-10-02 00:25:32,-41.4122,175.5153,56.03,59,87,8.21
444,Vila Velha,BR,2021-10-02 00:20:14,-20.3297,-40.2925,75.15,88,75,8.05
445,Clarksdale,US,2021-10-02 00:25:32,34.2001,-90.5709,77.92,94,1,0.0
446,Hereford,GB,2021-10-02 00:25:33,52.0568,-2.7148,50.11,58,79,6.58
447,Carutapera,BR,2021-10-02 00:25:34,-1.195,-46.02,78.15,82,31,5.59
448,Markova,UA,2021-10-02 00:25:35,48.6758,24.4138,46.36,88,87,3.09
449,Lashio,MM,2021-10-02 00:25:36,22.9333,97.75,66.38,100,58,1.01
450,Husavik,IS,2021-10-02 00:25:37,66.0449,-17.3389,42.71,98,100,17.18
451,Hofn,IS,2021-10-02 00:25:39,64.2539,-15.2082,48.22,82,100,15.97
452,Kerman,IR,2021-10-02 00:25:39,30.2832,57.0788,55.26,22,0,0.0
453,Kismayo,SO,2021-10-02 00:25:40,-0.3582,42.5454,76.33,81,100,13.89
454,Nantucket,US,2021-10-02 00:25:41,41.2835,-70.0995,62.96,63,75,8.05
455,Douglas,US,2021-10-02 00:24:14,41.3,-96.167,70.68,77,1,1.99
456,Harper,LR,2021-10-02 00:25:42,4.375,-7.7169,76.98,89,49,6.8
457,Tiznit,MA,2021-10-02 00:25:42,29.5833,-9.5,80.96,12,0,2.28
458,South Lake Tahoe,US,2021-10-02 00:20:50,38.9332,-119.9844,72.25,22,1,8.05
459,Guerrero,MX,2021-10-02 00:25:43,17.6667,-100.0,71.19,93,97,0.49
460,Dicabisagan,PH,2021-10-02 00:25:44,17.0818,122.4157,81.59,85,100,5.97
461,Ossora,RU,2021-10-02 00:20:36,59.2353,163.0719,42.35,86,100,8.7
462,Olinda,BR,2021-10-02 00:25:45,-8.0089,-34.8553,78.53,83,75,9.22
463,Bambanglipuro,ID,2021-10-02 00:25:46,-7.95,110.2833,76.86,78,90,2.64
464,Davidson,US,2021-10-02 00:25:47,36.1501,-86.7833,78.37,71,1,4.0
465,Sassandra,CI,2021-10-02 00:25:48,4.95,-6.0833,75.79,93,76,3.36
466,Kedzierzyn-Kozle,PL,2021-10-02 00:25:50,50.3498,18.2261,52.77,71,17,7.18
467,Aitape,PG,2021-10-02 00:25:50,-3.1374,142.3475,76.78,93,100,6.62
468,Okakarara,NA,2021-10-02 00:25:51,-20.5833,17.4333,52.68,23,0,6.89
469,Jian,CN,2021-10-02 00:25:52,27.1172,114.9793,78.51,56,0,3.78
470,Atikokan,CA,2021-10-02 00:25:52,48.7555,-91.6216,63.03,96,100,0.6
471,Tautira,PF,2021-10-02 00:21:16,-17.7333,-149.15,82.42,76,28,19.13
472,Tshikapa,CD,2021-10-02 00:25:53,-6.4167,20.8,70.34,94,74,2.86
473,Codrington,AU,2021-10-02 00:21:06,-38.2667,141.9667,56.77,84,97,6.35
474,Darhan,MN,2021-10-02 00:25:54,49.4867,105.9228,41.65,87,100,5.32
475,Wahpeton,US,2021-10-02 00:25:54,46.2652,-96.6059,65.91,94,90,8.05
476,Coquimbo,CL,2021-10-02 00:23:16,-29.9533,-71.3436,55.13,87,0,9.22
477,Reyes,BO,2021-10-02 00:25:55,-14.3167,-67.3833,88.66,39,45,3.29
478,Sistranda,NO,2021-10-02 00:25:55,63.7256,8.834,59.9,77,98,7.14
479,Acajutla,SV,2021-10-02 00:25:56,13.5928,-89.8275,80.55,79,24,1.63
480,Longonjo,AO,2021-10-02 00:25:56,-12.9067,15.2533,62.96,74,39,2.66
481,Bogovarovo,RU,2021-10-02 00:25:57,58.9785,47.0246,44.17,95,100,4.25
482,Missoula,US,2021-10-02 00:25:58,47.0166,-113.8009,61.54,48,94,4.16
483,Ocean City,US,2021-10-02 00:25:58,39.2776,-74.5746,63.0,70,0,5.08
484,Lagoa,PT,2021-10-02 00:25:59,39.05,-27.9833,70.66,92,69,13.35
485,Siva,EG,2021-10-02 00:25:59,29.2041,25.5195,73.63,56,1,7.52
486,Coari,BR,2021-10-02 00:26:00,-4.085,-63.1414,73.99,96,94,2.64
487,Ormara,PK,2021-10-02 00:26:00,25.2088,64.6357,81.59,84,84,24.9
488,Conceicao Do Araguaia,BR,2021-10-02 00:26:01,-8.2578,-49.2647,80.19,57,73,2.84
489,Whitehorse,CA,2021-10-02 00:26:02,60.7161,-135.0538,47.17,52,75,18.99
490,Kosh-Agach,RU,2021-10-02 00:26:02,50.0,88.6667,17.13,83,66,2.33
491,Puquio,PE,2021-10-02 00:26:03,-14.7,-74.1333,53.44,56,15,5.99
492,Pahrump,US,2021-10-02 00:26:04,36.2083,-115.9839,85.44,8,0,3.0
493,Taunggyi,MM,2021-10-02 00:26:04,20.7833,97.0333,63.32,96,83,0.31
494,Samarai,PG,2021-10-02 00:26:05,-10.6167,150.6667,82.35,78,99,8.12
495,Guane,CU,2021-10-02 00:26:05,22.2025,-84.0875,78.33,79,25,2.62
496,Qasigiannguit,GL,2021-10-02 00:26:06,68.8193,-51.1922,28.65,77,96,3.04
497,Svencionys,LT,2021-10-02 00:26:06,55.15,26.1667,40.69,93,33,5.39
498,Broken Hill,AU,2021-10-02 00:26:07,-31.95,141.4333,58.71,63,23,8.05
499,Santa Rosa,PH,2021-10-02 00:26:07,14.3122,121.1114,86.09,78,100,1.25
500,Novo Aripuana,BR,2021-10-02 00:26:08,-5.1206,-60.3797,75.02,93,76,3.53
501,Ribas Do Rio Pardo,BR,2021-10-02 00:26:08,-20.4431,-53.7592,84.54,45,80,5.32
502,Manicore,BR,2021-10-02 00:26:09,-5.8092,-61.3003,76.06,88,84,1.99
503,Vao,NC,2021-10-02 00:26:09,-22.6667,167.4833,71.46,87,100,26.02
504,Machacamarca,BO,2021-10-02 00:26:10,-18.1667,-67.0333,55.38,42,65,12.5
505,Polyarnyye Zori,RU,2021-10-02 00:26:10,67.3661,32.4981,42.71,87,100,5.95
506,Sulangan,PH,2021-10-02 00:26:10,11.1373,123.7228,83.86,72,98,1.95
507,San Jose,US,2021-10-02 00:21:38,37.3394,-121.895,92.08,22,1,4.0
508,Kangaatsiaq,GL,2021-10-02 00:26:11,68.3065,-53.4641,34.5,68,60,3.94
509,Bara,NG,2021-10-02 00:26:12,10.3744,10.7288,74.71,92,96,8.08
510,Linjiang,CN,2021-10-02 00:26:12,41.8069,126.9078,54.39,64,32,0.49
511,Esperance,AU,2021-10-02 00:26:13,-33.8667,121.9,53.44,76,76,23.4
512,Tilichiki,RU,2021-10-02 00:26:13,60.4667,166.1,33.73,95,100,5.46
513,Fuxin,CN,2021-10-02 00:26:13,42.0156,121.6589,55.13,51,72,4.27
514,Khanu Woralaksaburi,TH,2021-10-02 00:26:05,16.0617,99.8606,76.71,93,53,4.03
515,Namtsy,RU,2021-10-02 00:26:14,62.7161,129.6658,28.51,64,100,2.84
516,Los Llanos De Aridane,ES,2021-10-02 00:26:15,28.6585,-17.9182,69.55,78,0,12.66
517,Strathmore,CA,2021-10-02 00:26:15,51.0501,-113.3852,62.2,30,4,3.0
518,Bengkulu,ID,2021-10-02 00:26:15,-3.8004,102.2655,76.46,84,100,3.0
519,Forestville,US,2021-10-02 00:20:31,38.8451,-76.875,63.54,82,1,6.91
520,Mallapuram,IN,2021-10-02 00:26:16,11.9667,78.25,72.86,94,98,1.86
521,Katsuura,JP,2021-10-02 00:26:17,35.1333,140.3,78.19,68,0,2.33
522,Belmonte,BR,2021-10-02 00:25:36,-15.8631,-38.8828,77.5,83,1,11.27
523,Luanda,AO,2021-10-02 00:17:03,-8.8368,13.2343,73.4,83,75,5.75
524,Paita,PE,2021-10-02 00:26:18,-5.0892,-81.1144,65.14,85,12,12.84
525,Patitirion,GR,2021-10-02 00:26:18,39.15,23.8667,60.37,62,61,27.56
526,Dongzhen,CN,2021-10-02 00:26:19,22.3797,110.9389,79.14,86,39,1.36
527,Bure,ET,2021-10-02 00:26:19,10.7,37.0667,57.06,97,100,2.57
528,Tripoli,LY,2021-10-02 00:26:20,32.8752,13.1875,73.94,67,1,3.22
529,Seymchan,RU,2021-10-02 00:26:20,62.8833,152.4333,33.13,100,100,2.42
530,Bilma,NE,2021-10-02 00:26:21,18.6853,12.9164,81.61,18,0,11.07
531,Arlit,NE,2021-10-02 00:26:21,18.7369,7.3853,84.34,15,0,10.65
532,Kapit,MY,2021-10-02 00:26:22,2.0167,112.9333,72.55,100,100,0.89
533,Mitsamiouli,KM,2021-10-02 00:20:52,-11.3847,43.2844,75.04,78,58,6.33
534,Karratha,AU,2021-10-02 00:26:23,-20.7377,116.8463,70.36,52,58,21.45
535,Yar-Sale,RU,2021-10-02 00:20:01,66.8333,70.8333,30.92,88,100,14.5
536,Evensk,RU,2021-10-02 00:26:24,61.95,159.2333,32.49,96,100,12.37
537,Mogadishu,SO,2021-10-02 00:24:55,2.0371,45.3438,77.52,84,99,16.62
538,Hervey Bay,AU,2021-10-02 00:19:34,-25.2986,152.8535,77.11,58,0,5.95
539,Shingu,JP,2021-10-02 00:26:25,33.7333,135.9833,74.39,51,0,5.23
540,Morogoro,TZ,2021-10-02 00:26:25,-6.8167,37.6667,66.34,91,14,2.33
541,Tura,IN,2021-10-02 00:20:12,25.5198,90.2201,73.56,91,18,1.39
542,Quelimane,MZ,2021-10-02 00:26:26,-17.8786,36.8883,71.55,88,0,2.3
543,Shimanovsk,RU,2021-10-02 00:26:26,52.0,127.7,38.71,54,7,5.17
544,Severo-Yeniseyskiy,RU,2021-10-02 00:26:27,60.3725,93.0408,29.43,96,100,3.51
545,Ranau,MY,2021-10-02 00:26:27,5.9538,116.6641,74.05,86,95,0.47
546,Geraldton,AU,2021-10-02 00:20:31,-28.7667,114.6,64.81,55,40,13.8
547,Talnakh,RU,2021-10-02 00:26:28,69.4865,88.3972,20.1,93,77,2.48
548,Dunedin,NZ,2021-10-02 00:25:54,-45.8742,170.5036,55.74,63,99,2.75
549,Yichun,CN,2021-10-02 00:26:29,47.7,128.9,42.73,60,37,1.41
550,Verkhnyaya Inta,RU,2021-10-02 00:26:29,65.9811,60.3094,34.75,86,100,7.14
551,Lazaro Cardenas,MX,2021-10-02 00:26:30,17.9583,-102.2,82.65,77,77,3.33
552,Iquitos,PE,2021-10-02 00:26:30,-3.7481,-73.2472,80.64,83,0,1.14
553,Mombetsu,JP,2021-10-02 00:26:31,44.3525,143.3525,59.86,100,75,4.61
554,Mocuba,MZ,2021-10-02 00:26:31,-16.8392,36.9856,69.39,87,1,3.04
555,Araouane,ML,2021-10-02 00:26:32,18.9048,-3.5265,92.14,19,100,1.92
556,Qaqortoq,GL,2021-10-02 00:20:24,60.7167,-46.0333,36.1,51,3,1.61
557,Koslan,RU,2021-10-02 00:26:32,63.4564,48.8989,43.21,94,100,4.7
558,Cockburn Town,TC,2021-10-02 00:26:33,21.4612,-71.1419,82.36,69,40,8.05
559,Hanmer Springs,NZ,2021-10-02 00:26:33,-42.5167,172.8167,58.6,53,91,2.86
560,Doha,QA,2021-10-02 00:26:34,25.2867,51.5333,89.58,40,0,5.75
561,Hurghada,EG,2021-10-02 00:26:34,27.2574,33.8129,77.04,53,0,12.66
562,Kurumkan,RU,2021-10-02 00:26:35,54.3,110.3,34.48,68,52,2.1
